slot,clientId,event,size,amount,recipients
0,1847,new-tx,505,2,1891
0,1900,new-tx,293,3,4144
0,2676,new-tx,610,2,2920
0,1427,new-tx,3999,15,238
0,871,new-tx,430,34,793
0,1403,new-tx,4107,11,672
0,1981,new-tx,584,1,313
0,1735,new-tx,355,16,260
0,1900,new-tx,1602,1,2061
0,265,new-tx,573,36,8
0,2866,new-tx,590,1,2828
0,197,new-tx,5472,40,4
0,4122,new-tx,419,4,1691
0,1595,new-tx,485,10,2155
0,4541,new-tx,1016,1,4546
0,37,new-tx,199,9,1988
1,557,new-tx,481,6,518
1,1019,new-tx,4758,32,92
1,4566,new-tx,673,2,3218
1,3663,new-tx,261,16,3687
1,4202,new-tx,498,8,4635
1,1409,new-tx,831,2,1981
1,3923,new-tx,233,18,2572
1,1338,new-tx,642,2,734
1,3623,new-tx,342,2,5217
1,5387,new-tx,5758,78,499
1,1786,new-tx,417,6,2670
1,4864,new-tx,330,25,4090
1,345,new-tx,967,12,416
1,1018,new-tx,4116,97,1162
1,3648,new-tx,299,3,1786
1,663,new-tx,3378,38,2485
2,3545,new-tx,710,2,3416
2,4090,new-tx,879,18,4367
2,2807,new-tx,340,65,1274
2,230,new-tx,1162,40,587
2,439,new-tx,5482,76,402
2,2572,new-tx,299,17,3757
2,20,new-tx,368,6,738
2,2072,new-tx,4286,8,4507
2,2072,new-tx,259,4,4548
2,100,new-tx,996,22,955
2,1323,new-tx,343,1,2676
2,5841,new-tx,981,1,1991
2,3348,new-tx,405,15,3807
2,99,new-tx,13224,0,2711
2,2235,new-tx,454,0,371
2,637,new-tx,233,1,836
3,2250,new-tx,6360,11,2116
3,1775,new-tx,1538,21,2072
3,397,new-tx,497,9,384
3,2062,new-tx,694,18,1786
3,968,new-tx,236,43,2879
3,374,new-tx,440,60,142
3,2805,new-tx,286,2,3121
3,2804,new-tx,242,18,1653
3,1010,new-tx,322,39,976
3,3776,new-tx,4160,77,5469
3,2136,new-tx,252,4,275
3,806,new-tx,322,16,472
3,4636,new-tx,459,4,5169
3,1004,new-tx,4881,5,500
3,94,new-tx,5560,1,20
3,141,new-tx,244,50,144
4,2126,new-tx,7072,1,2572
4,1309,new-tx,541,13,1454
4,681,new-tx,2629,1,336
4,2562,new-tx,519,46,2586
4,3094,new-tx,7942,7,3131
4,1224,new-tx,620,50,3683
4,4072,new-tx,300,23,3778
4,501,new-tx,5147,8,495
4,3810,new-tx,296,10,2572
4,1991,new-tx,665,32,2129
4,1779,new-tx,845,1,1941
4,3750,new-tx,288,28,3725
4,3139,new-tx,277,3,2779
4,2403,new-tx,4981,2,3790
4,946,new-tx,6386,3,4237
4,4379,new-tx,465,10,1991
5,2413,new-tx,381,65,2949
5,2072,new-tx,449,2,4599
5,24,new-tx,6593,1,3516
5,80,new-tx,510,5,4
5,141,new-tx,4904,20,138
5,2572,new-tx,1727,8,3339
5,1469,new-tx,352,77,5256
5,173,new-tx,7725,1,2121
5,3349,new-tx,864,32,4
5,24,new-tx,794,20,4706
5,603,new-tx,381,5,530
5,4794,new-tx,318,53,4775
5,5445,new-tx,3475,21,5079
5,1033,new-tx,352,9,1030
5,1769,new-tx,1125,1,2471
5,1981,new-tx,1776,39,2158
6,1483,new-tx,239,43,1794
6,2576,new-tx,472,1,2310
6,2142,new-tx,599,17,2993
6,1863,new-tx,938,1,3813
6,436,new-tx,1006,16,1847
6,151,new-tx,4501,0,1992
6,505,new-tx,360,78,4170
6,1303,new-tx,4350,50,1117
6,4603,new-tx,4285,8,4609
6,246,new-tx,753,13,160
6,3996,new-tx,7425,8,4989
6,337,new-tx,701,22,53
6,3038,new-tx,498,8,2953
6,4,new-tx,491,19,122
