slot,clientId,event,size,amount,recipients
0,2227,new-tx,983,69,32178
0,153243,new-tx,321,54,70211
0,92894,new-tx,483,58,95472
0,44362,new-tx,922,66,54858
0,123159,new-tx,1452,74,4797
0,98012,new-tx,199,52,94707
0,5884,new-tx,698,68,45464
0,17935,new-tx,510,45,86296
0,4612,new-tx,896,48,5787
0,15262,new-tx,482,54,10740
0,5035,new-tx,229,54,664
0,63312,new-tx,299,36,4749
0,91942,new-tx,344,5,30590
0,2134,new-tx,388,59,25185
0,122007,new-tx,231,42,9069
0,17480,new-tx,293,54,155126
0,8198,new-tx,248,75,126545
0,110221,new-tx,847,63,66248
0,55453,new-tx,413,46,38397
0,777,new-tx,1564,60,21048
0,33304,new-tx,458,68,91444
0,4558,new-tx,263,39,103589
0,5371,new-tx,456,46,79181
0,3728,new-tx,5949,83,41100
0,89044,new-tx,876,68,89628
0,52077,new-tx,564,89,39432
0,35967,new-tx,408,39,4098
0,91788,new-tx,3467,45,117037
0,4766,new-tx,390,45,16500
0,18427,new-tx,791,43,39322
0,10405,new-tx,465,66,35163
0,34399,new-tx,492,48,5053
0,46286,new-tx,5777,55,85115
0,13025,new-tx,217,54,13746
0,92065,new-tx,4303,60,76554
0,10187,new-tx,1078,72,5926
0,118718,new-tx,1472,58,89925
0,33686,new-tx,243,48,7335
0,63186,new-tx,969,41,31655
0,23854,new-tx,9760,49,101494
0,10818,new-tx,669,80,7411
0,11217,new-tx,357,41,72389
0,35278,new-tx,299,47,31039
0,90712,new-tx,503,66,76501
0,2267,new-tx,10816,47,23518
0,4057,new-tx,7968,43,38688
0,94094,new-tx,497,53,94100
0,66495,new-tx,1523,41,72970
0,57659,new-tx,281,28,10316
0,11514,new-tx,308,85,109509
1,16389,new-tx,341,66,15821
1,11035,new-tx,6348,42,79118
1,16511,new-tx,780,59,100766
1,11514,new-tx,407,64,59782
1,3059,new-tx,750,28,1563
1,1501,new-tx,778,55,6798
1,160599,new-tx,469,48,19525
1,1036,new-tx,268,45,5939
1,2570,new-tx,331,44,27902
1,18612,new-tx,375,42,35812
1,5482,new-tx,260,52,5318
1,57257,new-tx,280,44,5965
1,8060,new-tx,548,27,19
1,54996,new-tx,355,50,31659
1,128148,new-tx,307,55,130731
1,52444,new-tx,838,67,8083
1,41207,new-tx,1492,59,5797
1,22444,new-tx,259,67,35334
1,7233,new-tx,798,31,3486
1,53643,new-tx,763,36,65472
1,30720,new-tx,240,31,7855
1,111588,new-tx,739,54,291
1,44890,new-tx,501,60,56962
1,121302,new-tx,707,44,56441
1,18225,new-tx,5894,51,64595
1,6862,new-tx,899,43,40044
1,53356,new-tx,7788,53,35990
1,117623,new-tx,471,62,615
1,83137,new-tx,3590,49,45373
1,32809,new-tx,279,43,48289
1,155193,new-tx,317,56,84793
1,59688,new-tx,266,72,64965
1,63098,new-tx,335,66,23127
1,48170,new-tx,419,79,32912
1,112595,new-tx,1899,33,63333
1,4401,new-tx,362,48,26845
1,4169,new-tx,397,46,2159
1,33821,new-tx,271,43,36196
1,4621,new-tx,217,58,65416
1,101549,new-tx,974,45,36829
1,100644,new-tx,371,53,140694
1,2589,new-tx,394,99,66624
1,73167,new-tx,4858,41,25292
1,56308,new-tx,424,55,63353
1,141386,new-tx,480,68,152774
1,63410,new-tx,592,67,96891
1,129887,new-tx,246,68,11424
1,119005,new-tx,2296,50,100711
1,4621,new-tx,251,67,12846
1,39712,new-tx,470,58,66322
2,71258,new-tx,733,58,48116
2,24084,new-tx,878,58,60768
2,120054,new-tx,977,57,57077
2,73737,new-tx,1024,41,65228
2,3452,new-tx,408,31,997
2,5892,new-tx,417,48,33424
2,63352,new-tx,829,70,27174
2,5341,new-tx,863,57,107930
2,23654,new-tx,1742,35,78092
2,35265,new-tx,443,65,4778
2,25404,new-tx,6253,54,27836
2,15421,new-tx,450,66,80661
2,102914,new-tx,823,52,50755
2,2254,new-tx,433,54,85114
2,100802,new-tx,223,62,23303
2,56817,new-tx,908,44,80269
2,92838,new-tx,454,68,83701
2,82927,new-tx,417,62,37535
2,369,new-tx,920,43,164199
2,25578,new-tx,2002,51,1181
2,159400,new-tx,401,66,166174
2,7613,new-tx,501,49,126120
2,126480,new-tx,619,47,82946
2,49389,new-tx,596,50,88911
2,37790,new-tx,1280,68,14386
2,83198,new-tx,1547,46,49173
2,5930,new-tx,402,45,107054
2,67261,new-tx,472,77,73369
2,3658,new-tx,489,47,5954
2,4483,new-tx,723,70,101549
2,140559,new-tx,15052,52,37690
2,82096,new-tx,2310,49,30119
2,77616,new-tx,1015,51,39449
2,11515,new-tx,317,55,140800
2,4355,new-tx,2989,62,14375
2,2562,new-tx,349,54,18906
2,141334,new-tx,447,17,67001
2,37780,new-tx,905,50,28303
2,3051,new-tx,313,66,7975
2,25220,new-tx,2553,55,554
2,7956,new-tx,212,49,40298
2,150970,new-tx,205,45,37402
2,22,new-tx,325,46,28879
2,2311,new-tx,466,42,34256
2,100236,new-tx,853,40,146350
2,40787,new-tx,246,86,18435
2,16540,new-tx,695,53,4486
2,5538,new-tx,262,76,41749
2,147703,new-tx,1181,65,36031
2,37242,new-tx,378,42,87132
3,23012,new-tx,474,38,27956
3,53016,new-tx,671,44,35280
3,4383,new-tx,328,47,2615
3,142012,new-tx,920,34,92854
3,113469,new-tx,212,80,5310
3,21886,new-tx,4522,50,60422
3,60539,new-tx,343,30,71054
3,36651,new-tx,323,59,40923
3,80416,new-tx,351,44,304
3,46368,new-tx,401,30,40591
3,139129,new-tx,245,51,150930
3,109501,new-tx,759,51,77018
3,78876,new-tx,555,62,59759
3,33073,new-tx,875,44,123348
3,104237,new-tx,269,57,40774
3,68982,new-tx,262,68,105473
3,9801,new-tx,318,56,5560
3,3578,new-tx,335,55,983
3,64573,new-tx,266,48,61044
3,33357,new-tx,457,47,37368
3,16500,new-tx,214,59,96485
3,77550,new-tx,1007,44,81893
3,96590,new-tx,354,53,7023
3,28412,new-tx,312,69,113725
3,68647,new-tx,4141,60,44980
3,22710,new-tx,277,37,4946
3,67807,new-tx,388,57,8198
3,22305,new-tx,305,34,79899
3,65969,new-tx,400,39,91021
3,102307,new-tx,444,51,150722
3,92098,new-tx,1236,94,32462
3,129257,new-tx,2848,41,98584
3,73716,new-tx,520,46,35008
3,110089,new-tx,197,44,14653
3,63228,new-tx,6961,38,1364
3,65751,new-tx,359,25,29550
3,45029,new-tx,692,64,11324
3,19372,new-tx,335,44,4530
3,10774,new-tx,4753,28,5609
3,77694,new-tx,442,48,4354
3,122821,new-tx,362,43,5947
3,25404,new-tx,278,64,35892
3,50329,new-tx,390,54,15797
3,9332,new-tx,1451,27,116521
3,75845,new-tx,449,72,139682
3,5460,new-tx,456,54,33772
3,31384,new-tx,474,45,31432
3,116073,new-tx,256,74,32325
3,177,new-tx,8027,65,12015
3,100042,new-tx,330,56,33712
4,62222,new-tx,246,70,71521
4,98106,new-tx,247,34,112839
4,40873,new-tx,324,37,35426
4,151119,new-tx,854,77,64796
4,4766,new-tx,349,58,21357
4,34449,new-tx,456,57,5834
4,61289,new-tx,613,56,103350
4,5884,new-tx,5441,47,2267
4,12018,new-tx,361,38,129873
4,79336,new-tx,329,42,5438
4,129570,new-tx,249,65,223
4,35417,new-tx,961,49,110008
4,40891,new-tx,460,65,87264
4,16543,new-tx,519,47,34952
4,12817,new-tx,219,35,79013
4,13842,new-tx,323,45,29284
4,86751,new-tx,715,50,71145
4,97804,new-tx,5771,28,91167
4,5630,new-tx,369,43,35008
4,72462,new-tx,341,35,418
4,21223,new-tx,1015,67,14497
4,39355,new-tx,564,59,10126
4,59138,new-tx,271,41,138162
4,15082,new-tx,235,44,113339
4,477,new-tx,380,54,18157
4,48307,new-tx,315,50,134901
4,67410,new-tx,230,79,53496
4,114521,new-tx,229,49,86736
4,113497,new-tx,272,35,118868
4,90711,new-tx,1407,56,69979
4,86422,new-tx,812,28,20287
4,58343,new-tx,6592,67,65937
4,11494,new-tx,489,68,6866
4,55764,new-tx,494,39,20121
4,147429,new-tx,657,50,147446
4,37120,new-tx,1572,54,63048
4,19808,new-tx,1669,27,110376
4,3560,new-tx,480,72,63167
4,65517,new-tx,884,49,61554
4,57823,new-tx,758,32,60504
4,63044,new-tx,4797,41,11754
4,6449,new-tx,355,26,94730
4,95608,new-tx,457,68,18476
4,154380,new-tx,486,52,14138
4,48978,new-tx,447,52,76731
4,65507,new-tx,605,44,52741
4,48887,new-tx,386,58,66541
4,105984,new-tx,371,62,5220
4,36746,new-tx,317,63,52297
4,21385,new-tx,662,69,24400
5,34017,new-tx,8184,67,5689
5,68409,new-tx,2033,65,98918
5,1133,new-tx,354,78,41138
5,35843,new-tx,289,59,108858
5,5456,new-tx,290,68,76513
5,134136,new-tx,480,57,90503
5,92013,new-tx,293,36,92504
5,11531,new-tx,1944,26,9555
5,82712,new-tx,2186,66,5123
5,136369,new-tx,13692,25,36760
5,22977,new-tx,6240,64,33070
5,77617,new-tx,561,63,78929
5,62810,new-tx,759,47,6537
5,36899,new-tx,546,53,26574
5,3965,new-tx,1700,40,562
5,91571,new-tx,523,71,4488
5,125004,new-tx,236,42,21028
5,33455,new-tx,942,52,5857
5,4640,new-tx,306,37,84632
5,101020,new-tx,480,57,60469
5,15323,new-tx,673,66,62808
5,110768,new-tx,302,47,5208
5,29741,new-tx,492,43,4838
5,2983,new-tx,545,41,35967
5,4581,new-tx,479,25,27085
5,66770,new-tx,287,46,35878
5,81965,new-tx,2981,53,61586
5,6537,new-tx,972,61,11519
5,42326,new-tx,7875,51,61800
5,5854,new-tx,758,68,33934
5,122111,new-tx,1285,60,87226
5,39469,new-tx,435,88,34441
5,65342,new-tx,673,48,30609
5,9160,new-tx,243,47,40844
5,44531,new-tx,499,63,11802
5,3444,new-tx,784,64,10019
5,59741,new-tx,467,47,128994
5,81151,new-tx,5973,42,21880
5,126867,new-tx,391,48,71178
5,48933,new-tx,225,34,55720
5,124079,new-tx,235,43,84606
5,99986,new-tx,546,66,65329
5,72809,new-tx,954,47,90103
5,66647,new-tx,1688,57,107524
5,2090,new-tx,366,27,12199
5,140827,new-tx,1397,63,603
5,42617,new-tx,259,43,141259
5,66844,new-tx,444,63,73067
5,547,new-tx,487,51,2376
5,54991,new-tx,1491,64,11391
6,2534,new-tx,626,52,33500
6,99987,new-tx,255,26,14608
6,9204,new-tx,503,54,133216
6,56411,new-tx,1786,45,109220
6,64121,new-tx,3467,48,14722
6,11284,new-tx,844,62,29822
6,66295,new-tx,197,34,8562
6,17642,new-tx,508,34,4815
6,51963,new-tx,476,34,117770
6,29687,new-tx,465,74,91153
6,35375,new-tx,699,47,28643
6,40717,new-tx,205,45,5390
6,139801,new-tx,788,89,62709
6,51810,new-tx,804,55,56745
6,4771,new-tx,337,64,40809
6,1865,new-tx,816,66,134283
6,116702,new-tx,446,57,100459
6,17774,new-tx,6345,33,34929
6,102543,new-tx,1606,44,4483
6,102374,new-tx,3306,51,91925
6,39363,new-tx,346,41,120
6,9394,new-tx,5858,40,2365
6,12921,new-tx,6722,60,16
6,80218,new-tx,922,63,5505
