snapped_at,price,market_cap,total_volume
2020-07-01 00:00:00 UTC,0.08310769731892971,2585686956.799616,267609405.34645832
2020-07-02 00:00:00 UTC,0.09609882582963368,2989873243.123106,499091138.2902844
2020-07-03 00:00:00 UTC,0.09324866368231888,2900999074.902517,491140919.5879853
2020-07-04 00:00:00 UTC,0.09627543371927394,2993888384.7179904,526680394.6547377
2020-07-05 00:00:00 UTC,0.09969379993052387,3095933297.1856313,400371435.8334179
2020-07-06 00:00:00 UTC,0.09832563128453738,3059154693.6484265,346363919.1965679
2020-07-07 00:00:00 UTC,0.1053035083626078,3259049437.150048,436788456.6941107
2020-07-08 00:00:00 UTC,0.11760844945010313,3654326777.084032,679767221.4024912
2020-07-09 00:00:00 UTC,0.1298804110538667,4047779024.612315,1307477330.2469726
2020-07-10 00:00:00 UTC,0.12394192954780256,3851949196.3499866,782809685.2587869
2020-07-11 00:00:00 UTC,0.11844083928628071,3686816739.9358172,631945552.281078
2020-07-12 00:00:00 UTC,0.12542533761849164,3902938565.7681155,510001724.34463376
2020-07-13 00:00:00 UTC,0.1268783734434242,3940493164.5851674,464305800.57238626
2020-07-14 00:00:00 UTC,0.12428834021463325,3860263067.875514,675300170.1615462
2020-07-15 00:00:00 UTC,0.13208128069379993,4109376817.6098657,567252700.2335236
2020-07-16 00:00:00 UTC,0.13044721590639485,4058537002.001158,410697605.82639164
2020-07-17 00:00:00 UTC,0.12597459085630233,3922040766.807748,543327338.958933
2020-07-18 00:00:00 UTC,0.12261975823084438,3815026554.4500537,332328276.11354834
2020-07-19 00:00:00 UTC,0.12263502818711443,3816714933.176347,314371025.11494154
2020-07-20 00:00:00 UTC,0.12398989746577355,3863193163.445181,308373230.99211067
2020-07-21 00:00:00 UTC,0.11785394775122499,3663508639.979351,306182004.66044587
2020-07-22 00:00:00 UTC,0.12295235527435235,3820997387.140959,339573227.75766385
2020-07-23 00:00:00 UTC,0.1237827759439597,3853629978.659791,244764116.64935583
2020-07-24 00:00:00 UTC,0.12405530009127375,3859668619.3446755,297997215.64012367
2020-07-25 00:00:00 UTC,0.12196350601214086,3795362719.226924,287737557.7596631
2020-07-26 00:00:00 UTC,0.14336838253068768,4470685732.495006,686218774.3565013
2020-07-27 00:00:00 UTC,0.14835594634623203,4627376307.437361,844199808.759492
2020-07-28 00:00:00 UTC,0.13793351401607168,4286659873.6729145,873873656.5499583
2020-07-29 00:00:00 UTC,0.14825503834148304,4603937359.100889,696233206.706044
2020-07-30 00:00:00 UTC,0.13964887973262488,4338588502.703453,506618734.70375067
2020-07-31 00:00:00 UTC,0.1408995400024149,4394189964.576714,333709527.12414783
2020-08-01 00:00:00 UTC,0.13914532295246507,4329088644.234307,291750874.0171488
2020-08-02 00:00:00 UTC,0.14481025934661704,4529471957.019714,438971971.08141124
2020-08-03 00:00:00 UTC,0.13373233004057936,4156096583.6743875,457580728.09997755
2020-08-04 00:00:00 UTC,0.13701513906207086,4248409546.871284,312669927.45773226
2020-08-05 00:00:00 UTC,0.1427635983040935,4454678918.05434,439624545.4251343
2020-08-06 00:00:00 UTC,0.14254911094068604,4435057025.443044,346798168.7821568
2020-08-07 00:00:00 UTC,0.143830276386743,4463508629.805966,362682786.1467749
2020-08-08 00:00:00 UTC,0.13864502806327936,4327356442.590802,801492250.0013596
2020-08-09 00:00:00 UTC,0.14572113584329605,4530579889.769632,404731743.4717907
2020-08-10 00:00:00 UTC,0.14490166488746986,4508250823.991244,612633435.1084224
2020-08-11 00:00:00 UTC,0.14330600013150213,4459057584.433129,588680543.9362705
2020-08-12 00:00:00 UTC,0.13709153191550913,4273617992.5690827,832571102.3264793
2020-08-13 00:00:00 UTC,0.13654137240996128,4248207279.3764014,412298624.76101035
2020-08-14 00:00:00 UTC,0.13934430136552997,4324827540.3320465,429550504.6006851
2020-08-15 00:00:00 UTC,0.13825948705473937,4301596168.154415,458978629.78861475
2020-08-16 00:00:00 UTC,0.13823721599011335,4293392018.412791,454859334.04595596
2020-08-17 00:00:00 UTC,0.13876880982976605,4317442465.172292,412928069.04203683
2020-08-18 00:00:00 UTC,0.14066093296166526,4373590696.612064,550014396.0623504
2020-08-19 00:00:00 UTC,0.13702646573422966,4251110381.6482053,489748686.65121776
2020-08-20 00:00:00 UTC,0.12943229880582274,4031820062.1498275,490727213.1136873
2020-08-21 00:00:00 UTC,0.1342025581766098,4121466418.821199,410697982.498588
2020-08-22 00:00:00 UTC,0.12261719847765214,3804306212.9732656,472861750.9388768
2020-08-23 00:00:00 UTC,0.12531555685950455,3895011240.501409,436863558.43138355
2020-08-24 00:00:00 UTC,0.12160888158106746,3785715669.018159,393530785.7774772
2020-08-25 00:00:00 UTC,0.12369254695958502,3855071339.437391,406394741.1841569
2020-08-26 00:00:00 UTC,0.11263109834364941,3504233317.878908,498886621.43977463
2020-08-27 00:00:00 UTC,0.1144606140436145,3561449684.14301,448522382.0338251
2020-08-28 00:00:00 UTC,0.10683596306265304,3318730028.135312,445998081.72096795
2020-08-29 00:00:00 UTC,0.10921266508420925,3399180375.132592,372495384.20571584
2020-08-30 00:00:00 UTC,0.1166042236595269,3627847118.2657804,361328837.3964716
2020-08-31 00:00:00 UTC,0.11720776600238383,3644289688.9773984,380535420.5953276
2020-09-01 00:00:00 UTC,0.12213967054745463,3800068624.5751796,462276340.225975
2020-09-02 00:00:00 UTC,0.12445625402929679,3897283726.8503413,492424473.2869551
2020-09-03 00:00:00 UTC,0.11549344683669856,3592445420.136127,403602179.37055224
2020-09-04 00:00:00 UTC,0.09505879566939421,2964196395.4695144,447179060.00669384
2020-09-05 00:00:00 UTC,0.10313467948399978,3212415575.1961985,432365099.0404522
2020-09-06 00:00:00 UTC,0.09043816075003416,2813755887.7479177,316776337.67474675
2020-09-07 00:00:00 UTC,0.09296928225595855,2892505366.7381506,333667094.66473097
2020-09-08 00:00:00 UTC,0.09317387512933903,2899784537.5109377,322785626.06581837
2020-09-09 00:00:00 UTC,0.09125603638991188,2834060081.1789083,513444901.65842754
2020-09-10 00:00:00 UTC,0.09325309155180106,2900610470.196581,522884301.89236
2020-09-11 00:00:00 UTC,0.09706045015866162,3017276701.5456457,673573014.1854858
2020-09-12 00:00:00 UTC,0.09691705074914046,3021670767.4658203,658363819.7056384
2020-09-13 00:00:00 UTC,0.09766100338612642,3035646274.926691,616070407.8229095
