slot,clientId,event,size,amount,recipients
0,90,new-tx,270,11,145
0,63136,new-tx,265,32,63210
0,35094,new-tx,4352,1,1335
0,16949,new-tx,779,0,6907
0,8714,new-tx,851,1,901
0,4499,new-tx,440,9,36351
0,1529,new-tx,4873,88,951
0,19042,new-tx,227,16,19036
0,16332,new-tx,633,4,49949
0,44195,new-tx,417,50,41458
0,40708,new-tx,287,2,37
0,30661,new-tx,284,0,91
0,54283,new-tx,606,32,15935
0,41551,new-tx,4434,32,5742
0,21284,new-tx,351,75,28583
0,11010,new-tx,1195,2,59470
0,43089,new-tx,385,7,21336
0,14200,new-tx,881,78,28501
0,74458,new-tx,282,0,74473
0,12364,new-tx,709,1,746
0,30683,new-tx,196,3,19747
0,26472,new-tx,466,3,108
0,120,new-tx,914,0,25
1,15405,new-tx,389,2,42497
1,59226,new-tx,1000,2,59220
1,37721,new-tx,11950,10,37684
1,7745,new-tx,413,60,74274
1,10151,new-tx,214,7,10228
1,65478,new-tx,932,20,65500
1,3747,new-tx,598,32,604
1,23476,new-tx,1008,1,23533
1,14200,new-tx,2593,6,27570
1,58230,new-tx,608,1,58237
1,18680,new-tx,393,19,819
1,5589,new-tx,5349,2,6217
1,67663,new-tx,336,2,8697
1,1282,new-tx,486,18,27260
1,40501,new-tx,639,8,64
1,487,new-tx,376,1,9831
1,51394,new-tx,287,4,32495
1,3233,new-tx,4495,85,3286
1,22918,new-tx,542,1,538
1,3329,new-tx,654,2,40195
1,2106,new-tx,510,3,1712
1,27733,new-tx,315,0,27628
1,41551,new-tx,242,9,5662
2,39584,new-tx,690,39,12319
2,22282,new-tx,727,5,8859
2,16143,new-tx,542,4,16174
2,26700,new-tx,705,39,26695
2,8156,new-tx,474,53,8157
2,14441,new-tx,997,3,4567
2,1880,new-tx,5765,32,112
2,2460,new-tx,601,46,10781
2,27849,new-tx,485,65,45508
2,7212,new-tx,266,10,46909
2,52878,new-tx,1020,5,11578
2,65939,new-tx,427,1,21872
2,66490,new-tx,4665,19,19758
2,70785,new-tx,1977,65,17105
2,35100,new-tx,1674,10,9718
2,42155,new-tx,771,0,26892
2,15583,new-tx,241,79,4734
2,56678,new-tx,943,1,44220
2,40850,new-tx,419,4,51583
2,28978,new-tx,759,26,43272
2,4134,new-tx,922,13,15654
2,22373,new-tx,724,1,1887
2,2945,new-tx,14845,75,7726
3,37775,new-tx,9502,10,61270
3,46,new-tx,481,60,132
3,23490,new-tx,281,26,73517
3,10733,new-tx,795,73,9718
3,51811,new-tx,307,25,6695
3,1330,new-tx,260,67,1335
3,15084,new-tx,253,11,2641
3,35903,new-tx,2023,3,35878
3,43248,new-tx,489,1,11746
3,19968,new-tx,469,18,19955
3,24364,new-tx,198,1,10
3,15787,new-tx,1617,2,9728
3,39250,new-tx,10645,46,1740
3,51,new-tx,251,3,47
3,29389,new-tx,421,8,29443
3,67757,new-tx,741,3,837
3,174,new-tx,410,3,75411
3,20989,new-tx,426,4,21010
3,20598,new-tx,219,4,1712
3,26500,new-tx,12337,29,102
3,35929,new-tx,713,3,4734
3,30319,new-tx,359,13,30329
3,3272,new-tx,2821,6,3236
4,13553,new-tx,366,91,7357
4,77468,new-tx,512,43,59283
4,46682,new-tx,205,1,437
4,69972,new-tx,231,20,69937
4,38942,new-tx,262,25,27076
4,49088,new-tx,198,43,32548
4,27101,new-tx,325,9,20166
4,22392,new-tx,758,4,69185
4,46266,new-tx,592,1,326
4,16915,new-tx,5465,0,1665
4,6906,new-tx,15260,27,14842
4,7616,new-tx,371,0,18854
4,51865,new-tx,208,86,25385
4,332,new-tx,993,1,2479
4,90,new-tx,1475,9,157
4,23232,new-tx,6645,1,23243
4,28554,new-tx,7800,2,45439
4,41932,new-tx,645,10,41933
4,2933,new-tx,4210,56,2984
4,1689,new-tx,427,77,798
4,39035,new-tx,511,4,39074
4,22834,new-tx,493,1,8277
4,7231,new-tx,988,11,327
5,6207,new-tx,5377,5,32602
5,9718,new-tx,771,4,23086
5,59165,new-tx,612,81,64
5,54154,new-tx,7691,9,102
5,10163,new-tx,469,19,10153
5,11135,new-tx,669,75,27004
5,25219,new-tx,426,8,347
5,33617,new-tx,272,94,33607
5,15657,new-tx,335,9,679
5,4391,new-tx,667,53,9769
5,21471,new-tx,357,9,5264
5,8615,new-tx,7840,9,1433
5,29112,new-tx,320,4,8603
5,13577,new-tx,1006,3,13596
5,21951,new-tx,902,6,50257
5,1422,new-tx,4885,7,38409
5,24360,new-tx,859,5,36
5,4037,new-tx,871,2,2414
